,movieId,title,genres,extra_metadata
8971,137857,The Jungle Book (2016),Adventure|Drama|Fantasy,Neel Sethi Bill Murray Ben Kingsley Idris Elba Scarlett Johansson Christopher Walken Lupita Nyong'o Giancarlo Esposito Jon Favreau Sam Raimi Scarlett Johansson Sarah Halley Finn Jon Favreau Jon Favreaua mancub named mowgli fostered by wolves after a threat from the tiger shere khan mowgli is forced to flee the jungle by which he embarks on a journey of self discovery with the help of the panther bagheera and the freespirited bear baloo
8972,137859,Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans (1993),Action|Adventure|Animation,
8973,137863,Dragon Ball Z: Resurrection of F (2015),Action|Adventure|Animation|Fantasy,Natsuki Hanae Akira Toriyamaone peaceful day on earth two remnants of friezas army named sorbet and tagoma arrive searching for the dragon balls with the aim of reviving frieza they succeed and frieza subsequently seeks revenge on the saiyans
8974,138036,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy,Henry Cavill Armie Hammer Alicia Vikander Elizabeth Debicki Hugh Grant Jared Harris Guy Ritchie Guy Ritchie Guy Ritchie Guy Ritchieat the height of the cold war a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the united states and soviet union cia agent napoleon solo and kgb agent illya kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks the duos only lead is the daughter of a missing german scientist whom they must find soon to prevent a global catastrophe
8975,138186,Sorrow (2015),Crime|Drama|Horror,a couple of depraved killers find themselves in a different situation when the survivor takes matters into her own hands
8976,138204,7 Days in Hell (2015),Comedy,Andy Samberg Kit Harington Jon Hamm Michael Sheen Karen Gillan Will Forte Fred Armisen Mary Steenburgen Dolph Lundgren Andy Samberga fictional documentarystyle expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days
8977,138208,The Walk (2015),Adventure|Drama|Thriller,Joseph Gordon-Levitt Ben Kingsley Ben Schwartz Tom Hanksthe story of french highwire artist philippe petits attempt to cross the twin towers of the world trade center in 1974
8978,138210,13 Hours (2016),Drama,John Krasinski Max Martini Pablo Schreiber David Denman Toby Stephens Julia Butters Michael Bay Michael Bayan american ambassador is killed during an attack at a us compound in libya as a security team struggles to make sense out of the chaos
8979,138396,There Will Come a Day (2013),Comedy|Drama,painful family events lead augusta to leave italy on a small boat immersed in the amazon forest grandness she begins a travel between indios villages from the favela to the isolation in the forest augusta will go in search of herself
8980,138546,The Opposite Sex (2014),Comedy,Mena Suvari Eric Robertsthe story of vince new englands most successful divorce attorney to vince life is one big competition and losing is unacceptable this also applies in his dating life with his love em and leave em approach then vince meets jane who is beautiful successful and also extremely driven together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser
8981,138610,The Gallows (2015),Horror|Thriller,20 years after a horrific accident during a small town school play students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy  but soon discover that some things are better left alone
8982,138632,Tokyo Tribe (2014),Action|Crime|Drama|Sci-Fi,Shota Sometaniin an alternate japan territorial street gangs form opposing factions collectively known as the tokyo tribes the simmering tension between them is about to boil over into allout war
8983,138702,Feast (2014),Animation|Children|Comedy|Drama|Romance,this oscarwinning animated short film tells the story of one mans love life as seen through the eyes of his best friend and dog winston and revealed bite by bite through the meals they share
8984,138798,Joe Dirt 2: Beautiful Loser (2015),Comedy,David Spade Christopher Walken Patrick Warburton David Spadewhen happy family man joe dirt finds himself transported to the recent past he begins an epic journey to get back to his loved ones in the present
8985,138835,Return to Treasure Island (1988),Adventure|Animation|Comedy,young jim hawkins finds himself serving with pirate captain long john silver in search of a buccaneers treasure in this soviet ukrainian animated adaptation of robert louis stevensons classic tale
8986,138966,Nasu: Summer in Andalusia (2003),Animation,pepe benengeli is a secondclass cyclist only there to support the star member of the team this summer he is participating in the tour of spain which passes through the streets of his hometown of andalusia in a coincidence his brother and exgirlfriend are getting married on the same day as the climax of the race pepe who left his hometown after suffering a breakdown is determined to achieve something special on this day
8987,139052,Dark Places (2015),Drama|Mystery|Thriller,Charlize Theron Nicholas Hoult Chloë Grace Moretz Christina Hendricks Tye Sheridan Corey Stoll Sterling Jerins Drea de Matteo Charlize Theron Emily Brobsta woman who survived the brutal killing of her family as a child is forced to confront the events of that day
8988,139130,Afro Samurai (2007),Action|Adventure|Animation|Drama|Fantasy,
8989,139157,Massu Engira Maasilamani (2015),Comedy|Horror|Thriller,R. Parthiban Manobalaa conman gains the power to see and communicate with ghosts and decides to use it to make money his happygolucky lifestyle goes for a toss when a ghost who is his lookalike approaches him with an offer
8990,139385,The Revenant (2015),Adventure|Drama,Leonardo DiCaprio Tom Hardy Domhnall Gleeson Will Poulter Lukas Haas Paul Anderson Kristoffer Jonerin the 1820s a frontiersman hugh glass sets out on a path of vengeance against those who left him for dead after a bear mauling
8991,139415,Irrational Man (2015),Crime|Drama,Joaquin Phoenix Emma Stone Parker Posey Brigette Lundy-Paine Meredith Hagner Woody Allen Woody Allenon a small town college campus a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student
8992,139511,Exte: Hair Extensions (2007),Horror,Chiaki Kuriyamaan aspiring hair dresser becomes the infatuation of a tricophilic man who sells hair extensions to nearby hair salons the source of the hair is the corpse of a girl whose dead body continues to grow beautiful voluminous black hair that comes alive driving those who use the extensions insane or killing them
8993,139640,Ooops! Noah is Gone... (2015),Animation,its the end of the world a flood is coming luckily for dave and his son finny a couple of clumsy nestrians an ark has been built to save all animals but as it turns out nestrians arent allowed sneaking on board with the involuntary help of hazel and her daughter leah two grymps they think theyre safe until the curious kids fall off the ark now finny and leah struggle to survive the flood and hungry predators and attempt to reach the top of a mountain while dave and hazel must put aside their differences turn the ark around and save their kids its definitely not going to be smooth sailing
8994,139642,Southpaw (2015),Action|Drama,Jake Gyllenhaal Rachel McAdams Forest Whitaker Oona Laurence 50 Cent Naomie Harris Rita Ora James Horner Antoine Fuqua Antoine Fuqua Kurt Sutter Kurt Sutterbilly the great hope the reigning junior middleweight boxing champion has an impressive career a loving wife and daughter and a lavish lifestyle however when tragedy strikes billy hits rock bottom losing his family his house and his manager he soon finds an unlikely savior in tick willis a former fighter who trains the citys toughest amateur boxers with his future on the line hope fights to reclaim the trust of those he loves the most
8995,139644,Sicario (2015),Crime|Drama|Mystery,Emily Blunt Benicio del Toro Josh Brolin Victor Garber Jon Bernthal Daniel Kaluuya Jeffrey Donovan Boots Southerland Tait Fletcher Denis Villeneuve Tait Fletcher Taylor Sheridanan idealistic fbi agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the us and mexico
8996,139655,Goodnight Mommy (Ich seh ich seh) (2014),Drama|Fantasy|Horror|Thriller,in the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return  when she comes home bandaged after cosmetic surgery nothing is like before and the children start to doubt whether this woman is actually who she says she is
8997,139717,10 Cent Pistol (2015),Crime|Thriller,Jena Malone Joe Mantegna Brendan Sexton IIIa story about two lifelong criminals who maneuver through the shady underbelly of los angeles in search of wealth love and redemption
8998,139747,Before We Go (2014),Romance,Chris Evans Alice Eve Chris Evans Chris Evansa woman who is robbed on her way to catch the 130 train to boston is left stranded in new york city she meets a man who helps her during the course of the night and the two form a romance
8999,139855,Anomalisa (2015),Animation|Comedy|Fantasy,David Thewlis Jennifer Jason Leigh Dan Harmonan inspirational speaker becomes reinvigorated after meeting a lively woman who shakes up his mundane existence
9000,139857,Colonia (2016),Thriller,Emma Watson Daniel Brühl Michael Nyqvist Julian Ovendena young womans desperate search for her abducted boyfriend draws her into the infamous colonia dignidad a sect nobody ever escaped from
9001,139859,Ghost in the Shell Arise - Border 2: Ghost Whispers (2013),Action|Animation|Sci-Fi|Thriller,freed of her responsibilities with the 501 organization motoko kusanagi must now learn how to take orders from aramaki someone hacks the logicomas and batou enlists the help of former army intelligence officer ishikawa and former air artillery expert borma kusanagi also seeks to enlist ace sniper saito and undercover cop paz into the new public security section 9
9002,139915,How to Make Love Like an Englishman (2014),Comedy|Romance,Pierce Brosnan Jessica Alba Salma Hayek Malcolm McDowell Taylor John Smith Juliet Mills Pierce Brosnanby day richard haig is a successful and wellrespected english professor at renowned trinity college in cambridge  by night richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates  but richard has grown tired of the  game and is looking for something more meaningful and lasting  so when kate richard’s tanned athletic 25yearold american girlfriend tells him that she is pregnant richard is thrilled  he looks forward to having a family of his own  being a father his children could be proud of not some sexfueled bobcat  there is only one problem  richard’s not in love with kate  richard is in love with kate’s sister olivia he had been in love with her ever since he first saw her
9003,139994,Fracchia contro Dracula (1985),Comedy|Horror,fracchia is desperate he has to sell a house with at least five bathrooms within three days or his boss will fire him incredibly he and his pal filini manage to find the perfect house a castle in transylvania owned by some count vlad things get even worse when they meet the count and his sister who has a crush on fracchia and decides to marry him
9004,140016,Always Watching: A Marble Hornets Story (2015),Horror,Alexandra Breckenridge Jake McDormana small town news team discovers a box of video tapes where a faceless figure dressed in a dark suit haunts and torments a familyslowly driving them insane soon after they realize that the operator has begun to stalk them as well
9005,140038,Madly in Love (1981),Comedy,Ornella Muticristina is a rich spoiled princess visiting rome with her royal parents the mission of their visit is to marry her off to a superwealthy corporate type and thereby start to turn around the losses their small kingdom is experiencing in its casino business these lessthannoble intentions get derailed when barnaba a zany bus driver enters their lives and falls madly in love with the gorgeous cristina he is nuts enough to succeed in this romantic chase after royalty as love seems to fuel his determination to rid cristina of her elitism and to make her see his own irrepressible attractions
9006,140110,The Intern (2015),Comedy,Robert De Niro Anne Hathaway Rene Russo Adam DeVine Nat Wolff Celia Weston Christina Brucato Drena De Niro70yearold widower ben whittaker has discovered that retirement isnt all its cracked up to be seizing an opportunity to get back in the game he becomes a senior intern at an online fashion site founded and run by jules ostin
9007,140133,Hollywood Chainsaw Hookers (1988),Comedy|Horror,los angeles private eye jack chandler is hired by a worried mother to find her missing runaway daughter samantha as chandler searches for her whereabouts he uncovers an evil cult that worships an egyptian god whose followers commit human sacrifices with chainsaws to appease their deity he soon learns that samantha has revenge in store for the cult leader and his bevy of bloodthirsty chainsawwielding hookers
9008,140162,Love (2015),Drama|Romance,Aomi Muyock Déborah Révy Anna Polinamurphy is an american living in paris who enters a highly sexually and emotionally charged relationship with the unstable electra unaware of the seismic effect it will have on their relationship they invite their pretty neighbor into their bed
9009,140174,Room (2015),Drama,Brie Larson Jacob Tremblay Joan Allen William H. Macy Wendy Crewson Megan Park Brie Larsonheld captive for 7 years in an enclosed space a woman and her young son finally gain their freedom allowing the boy to experience the outside world for the first time
9010,140237,The Runner (2015),Drama,Nicolas Cage Sarah Paulson Connie Nielsen Suzanne Crowleyin the aftermath of the bp oil spill an idealistic but imperfect new orleans politician nicolas cage finds his plans of restoration unraveling as his own life becomes contaminated with corruption scandal and deceit
9011,140247,The Gift (2015),Drama|Horror,Jason Bateman Rebecca Hall David Denman Joel Edgerton Joel Edgerton Joel Edgertonsimon and robyn are a young married couple whose life is going as planned until a chance runin with simons high school acquaintance sends their world into a tailspin
9012,140265,George Carlin: Jammin' in New York (1992),Comedy,George Carlin George Carlinwhen george carlin is asked which hbo concert is his favorite his answer is always jammin’ in new york the show taped at the paramount theater in madison square garden and winner of the 1992 cableace award is a perfect blend of biting social commentary and more gentlyobserved observational pieces
9013,140267,The Witch (2015),Horror,Anya Taylor-Joy Ralph Ineson Stephannie Hawkinsin 1630 a farmer relocates his family to a remote plot of land on the edge of a forest where strange unsettling things happen with suspicion and paranoia mounting each family members faith loyalty and love are tested in shocking ways
9014,140289,Men & Chicken (2015),Comedy|Drama,Mads Mikkelsen Nikolaj Lie Kaas David Dencikmen  chicken is a black comedy about two outcast brothers who by getting to know their unknown family discover a horrible truth about themselves and their relatives
9015,140301,The Escort (2015),Comedy|Romance,Lyndsy Fonseca Bruce Campbell Steven Oggdesperate for a good story a sexaddicted journalist throws himself into the world of highclass escorts when he starts following a stanfordeducated prostitute
9016,140359,Doctor Who: The Waters of Mars (2009),Adventure|Children|Sci-Fi,David Tennant Gemma Chan Peter O'Brienin a mars base the inhabitants are being infected by a mysterious water creature which takes over its victims the doctor is thrust into the middle of this catastrophe knowing a larger one is waiting around the corner
9017,140481,"Family Guy Presents: Something, Something, Something, Dark Side (2009)",Animation|Comedy|Sci-Fi,
9018,140523,"Visit, The (2015)",Comedy|Horror,Kathryn Hahn M. Night Shyamalan M. Night Shyamalan M. Night Shyamalana brother and sister are sent to their grandparents remote pennsylvania farm for a week where they discover that the elderly couple is involved in something deeply disturbing
9019,140525,Secret in Their Eyes (2015),Crime|Drama|Mystery,Chiwetel Ejiofor Nicole Kidman Julia Roberts Dean Norris Alfred Molina Joe Cole Noel Gugliemi Sharon Bialya tightknit team of fbi investigators along with their district attorney supervisor is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered
9020,140541,The Electric Hotel (1908),Animation|Comedy|Sci-Fi,an enthusiastic young couple is astounded with modern technologys giant leaps in the fascinating field of electricity
9021,140561,Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015),Comedy|Documentary,jeff gives the most dangerous – and enlightening – roast of his life from behind the walls of the brazos county jail in bryan texas in this special he touches on topics surrounding incarceration such as race solitary confinement and the death penalty
9022,140627,Battle For Sevastopol (2015),Drama|Romance|War,Yulia Peresildthe story of lyudmila pavlichenko the most successful female sniper in history
9023,140711,American Ultra (2015),Action|Comedy|Sci-Fi|Thriller,Jesse Eisenberg Kristen Stewart Topher Grace Connie Britton Walton Goggins John Leguizamo Bill Pullman Tony Halemike is an unmotivated stoner whose smalltown life with his livein girlfriend phoebe is suddenly turned upside down  unbeknownst to him mike is actually a highly trained lethal sleeper agent in the blink of an eye as his secret past comes back to haunt him mike is thrust into the middle of a deadly government operation and is forced to summon his inner actionhero in order to survive
9024,140715,Straight Outta Compton (2015),Drama,O'Shea Jackson Jr. Aldis Hodge Alexandra Shipp Paul Giamatti Lakeith Stanfield Ashton Sanders Orlando Brown Simone Ashley Ice Cubein 1987 five young men using brutally honest rhymes and hardcore beats put their frustration and anger about life in the most dangerous place in america into the most powerful weapon they had their music  taking us back to where it all began straight outta compton tells the true story of how these cultural rebels—armed only with their lyrics swagger bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group nwa  and as they spoke the truth that no one had before and exposed life in the hood their voice ignited a social revolution that is still reverberating today
9025,140725,Cop Car (2015),Crime|Thriller,Kevin Bacon Shea Whigham Kyra Sedgwick Kevin Bacontwo kids find themselves in the centre of a deadly game of cat and mouse after taking a sheriffs cruiser for a joy ride
9026,140737,The Lost Room (2006),Action|Fantasy|Mystery,
9027,140816,Tangerine (2015),Comedy|Drama,James Ransone Mark Duplassits christmas eve in tinseltown and sindee is back on the block upon hearing that her pimp boyfriend hasnt been faithful during the 28 days she was locked up the working girl and her best friend alexandra embark on a mission to get to the bottom of the scandalous rumor their riproaring odyssey leads them through various subcultures of los angeles including an armenian family dealing with their own repercussions of infidelity
9028,140850,Every Secret Thing (2014),Crime|Drama|Mystery|Thriller,Diane Lane Elizabeth Banks Dakota Fanning Common Skylar Gaertner Frances McDormandone clear summer day in a baltimore suburb a baby goes missing from her front porch two young girls serve seven years for the crime and are released into a town that hasnt fully forgiven or forgotten soon another child is missing and two detectives are called in to investigate the mystery in a community where everyone seems to have a secret
9029,140852,964 Pinocchio (1991),Horror|Sci-Fi,pinocchio 964 lobotomized cyborg sex slave is thrown out onto the street by his owners because of his inability to maintain an erection he is befriended by a criminally insane memorywiped homeless girl meanwhile the corporate entity who manufactured and sold him plots to kill him because of his malfunction
9030,140928,Joy (2015),Comedy|Drama,Jennifer Lawrence Robert De Niro Bradley Cooper Edgar Ramírez Diane Ladd Virginia Madsen Isabella Rossellini Elisabeth Röhm Drena De Niro Colleen Campa story based on the life of a struggling long island single mom who became one of the countrys most successful entrepreneurs
9031,140956,Ready Player One,Action|Sci-Fi|Thriller,Tye Sheridan Olivia Cooke Ben Mendelsohn T.J. Miller Simon Pegg Mark Rylance Hannah John-Kamen Ralph Ineson Clare Higgins Perdita Weeks Letitia Wright Mckenna Grace Lulu Wilson Kit Connor Jacob Bertrand Julia Nickson Violet McGraw Georgie Farmer Steven Spielberg Steven Spielbergwhen the creator of a popular video game system dies a virtual contest is created to compete for his fortune
9032,141004,Victor Frankenstein (2015),Drama|Horror|Sci-Fi,James McAvoy Daniel Radcliffe Jessica Brown Findlay Andrew Scott Charles Dance Daniel Mays Callum Turner Spencer Wildingeccentric scientist victor von frankenstein creates a grotesque creature in an unorthodox scientific experiment
9033,141131,Guardians (2016),(no genres listed),during the cold war an organization called patriot created a superhero squad which includes members of multiple soviet republics for years the heroes had to hide their identities but in hard times they must show themselves again
9034,141400,Invincible Shaolin (1978),Action,three north shaolin teachers are called on by the manchus to teach their soldiers and are urged to challenge the current south shaolin teachers they defeat the south shaolin teachers and that night the head general kills the south shaolin teachers and blames their death on the north shaolin teachers the south shaolin master sends more of his pupils who are killed accidentally by the north shaolin teachers he finally sends two more of his students to train with old masters and trains one student himself with the goal of finally defeating the north shaolin experts
9035,141408,Scouts Guide to the Zombie Apocalypse (2015),Action|Comedy|Horror,Tye Sheridan Cloris Leachman Halston Sage Sara Malakul Lane Patrick Schwarzeneggerthree scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes  when their peaceful town is ravaged by a zombie invasion they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead
9036,141422,Suffragette (2015),Drama,Carey Mulligan Helena Bonham Carter Brendan Gleeson Meryl Streep Ben Whishaw Romola Garai Geoff Bellbased on true events about the foot soldiers of the early feminist movement who were forced underground to evade the state
9037,141513,Fort Tilden (2014),Comedy,twentysomething brooklynites allie and harper are directionless privileged and just a tiny bit damaged all they want is to get to the beach where a drugfueled afternoon with cute boys awaits them alas the journey becomes needlessly complicated as the girls’ bike ride from williamsburg to fort tilden beach is littered with a barrage of unfriendly circumstances and the realization that their life skills are more limited than they should be
9038,141544,Turbo Kid (2015),Action|Adventure|Sci-Fi,Michael Ironsidein a postapocalyptic wasteland an orphaned teen must battle a ruthless warlord to save the girl of his dreams
9039,141646,The Unauthorized Saved by the Bell Story (2014),Comedy|Drama,Tiera Skovbye Taylor Russell Manny Jacintothe unauthorized saved by the bell story delves into the experiences of six unknown young actors placed into the hollywood spotlight exposing the challenges of growing up under public scrutiny
9040,141668,War Room (2015),Drama,the familyfriendly movie explores the transformational role prayer plays in the lives of the jordan family tony and elizabeth jordan a middleclass couple who seemingly have it all – great jobs a beautiful daughter their dream home but appearances can be deceiving in reality the jordan’s marriage has become a war zone and their daughter is collateral damage with the help of miss clara an older wiser woman elizabeth discovers she can start fighting for her family instead of against them through a newly energized faith elizabeth and tony’s real enemy doesn’t have a prayer
9041,141688,Legend (2015),Crime|Thriller,Tom Hardy Emily Browning David Thewlis Taron Egerton Paul Bettany Tara Fitzgerald Aneurin Barnard Paul Anderson Nicholas Farrell Kevin McNally Sam Spruell Millie Brady Tom Hardysuave charming and volatile reggie kray and his unstable twin brother ronnie start to leave their mark on the london underworld in the 1960s using violence to get what they want the siblings orchestrate robberies and murders while running nightclubs and protection rackets with police detective leonard nipper read hot on their heels the brothers continue their rapid rise to power and achieve tabloid notoriety
9042,141718,Deathgasm (2015),Comedy|Horror,two teenage boys unwittingly summon an ancient evil entity known as the blind one by delving into black magic while trying to escape their mundane lives
9043,141749,The Danish Girl (2015),Drama,Eddie Redmayne Alicia Vikander Matthias Schoenaerts Ben Whishaw Amber Heardwhen gerda wegener asks her husband einar to fill in as a portrait model einar discovers the person shes meant to be and begins living her life as lili elbe having realized her true self and with gerdas love and support lili embarks on a groundbreaking journey as a transgender pioneer
9044,141799,Cooties (2015),Comedy|Horror,Elijah Wood Rainn Wilson Jorge Garcia Elijah Wood Hayden Christensen Emily Brobsta mysterious virus hits an isolated elementary school transforming the kids into a feral swarm of mass savages an unlikely hero must lead a motley band of teachers in the fight of their lives
9045,141810,Autumn Marathon (1979),Comedy|Drama,andrey pavlovich buzykin who makes a living by teaching at an institute and translating english literature is cheating on his wife buzykins main problem is that hes a kind man with a weak character the lies he is telling his wife all the time are inconvincing but he never has the courage to tell her the truth his lover alla is aware of his family life but gets offended when for example he cannot meet her so that he doesnt come home late or when he doesnt want to go home in a new jacket she gives him to avoid having to explain to his wife alla and nina andreis wife both leave him forgive him and return to him at the same time and andrei continues with this kind of life full of suffering and deceit finally both women are so fed up with his lies that they dont believe him even when he is telling the truth
9046,141816,12 Chairs (1976),Adventure|Comedy,
9047,141818,Ordinary Miracle (1978),Comedy|Drama|Fantasy|Romance,a wizard invents characters who all come to life and start to arrive at his house a king his servants a princes a bear trapped in a mans body  the usual lot the plot mainly rotates around the bear who the wizard had turned into a man the bear who wishes to be a bear once again can turn into his old self if he were to kiss a princess it gets complicated when he falls in love with that princess that arrived at the wizards house for how can they be together if a single kiss will destroy their love
9048,141820,Old Men: Robbers (1971),Comedy,an old detective does not want to retire the only way out is to prove to his boss that he still can catch criminals the problem is that there were no crimes recently to work on together with his retired friend he decides to commit a perfect crime himself and then quickly solve it real problems start when a real criminal steals money he has stolen
9049,141830,Unbelievable Adventures of Italians in Russia (1974),Adventure|Comedy,Ninetto Davoliin italy a dying woman tells her granddaughter that she hid her treasure many years ago in russia in the city of leningrad other people who were around when she died also learn about it thus several people arrive in leningrad trying to find the treasure each one for himselfherself whats worse  the only information they have is that the treasure is under a lion  and its in leningrad a city known by its numerous statues of lions the story gets even more interesting when the soviet militia police learns about the whole thing and send an undercover agent
9050,141836,It Can't Be! (1975),Comedy,the film includes three short stories based on the stories of mikhail zoshchenko crime and punishment fun adventure and wedding event about the negative phenomena of the provincial life of the young country of the soviets stupidity drunkenness moneygrubbing lack of spirituality
9051,141844,12 Chairs (1971),Adventure|Comedy,a former aristocrat ippolit vorobyaninov leads a miserable life in soviet russia his motherinlaw reveals a secret to him  she hid family diamonds in one of the twelve chairs they once had vorobyaninov in cooperation with a young con artist ostap bender start a long search for the diamonds
9052,141846,Steve Jobs: The Man in the Machine (2015),Documentary,when steve jobs died the world wept but what accounted for the grief of millions of people who didn’t know him this evocative film navigates jobs path from a small house in the suburbs to zen temples in japan to the ceos office of the worlds richest company exploring how jobs’ life and work shaped our relationship with the computer the man in the machine is a provocative and sometimes startling reevaluation of the legacy of an icon
9053,141866,Green Room (2015),(no genres listed),Anton Yelchin Imogen Poots Alia Shawkat Joe Cole Callum Turner Patrick Stewart Mark Webber Fred Armisena punk rock band becomes trapped in a secluded venue after finding a scene of violence for what they saw the band themselves become targets of violence from a gang of white power skinheads who want to eliminate all evidence of the crime
9054,141890,Beasts of No Nation (2015),Drama|War,Idris Elba Idris Elbabased on the experiences of agu a child fighting in the civil war of an unnamed fictional west african country follows agus journey as hes forced to join a group of soldiers while he fears his commander and many of the men around him his fledgling childhood has been brutally shattered by the war raging through his country and he is at first torn between conflicting revulsion and fascination
9055,141928,Bloodsucking Bastards (2015),Comedy|Horror,Pedro Pascal Matthew Lillarda down on his luck cubicle worker and his slacker best friend discover their new boss is a vampire who is turning their coworkers into the undead
9056,141994,Saving Christmas (2014),Children|Comedy,kirk is enjoying the annual christmas party extravaganza thrown by his sister until he realizes he needs to help out christian his brotherinlaw who has a bad case of the bahhumbugs
9057,142020,Oscar (1967),Comedy,this film originated as a play in paris the story focuses on the oneday adventures of bertrand barnier played with a genius of french cinema louis de funes in the same morning he learns that his daughter is pregnant an employee stole a large amount of money from his company his maid is about to resign in order to marry a wealthy neighbor and his body builder is interested in marrying his daughter the seemingly complicated storyline is full of comedy or errors and some of the most hilarious mime scenes of the french cinema
9058,142056,Iron Man & Hulk: Heroes United (2013),Action|Adventure|Animation,Stan Leethe invincible iron man and the incredible hulk must join forces to save the earth from its greatest threat yet when two hydra scientists try to supercharge a stark arc reactor with hulks gamma energy they unleash a being of pure electricity called zzzax  and hes hungry for destruction together iron man and hulk are the only force that stands in the way of the zzzaxs planetary blackout but first the super heroic duo will have to get through snarling wendigos deadly robots and the scaly powerhouse abomination  can two of marvels mightiest heroes find a way to work together without smashing each other before time runs out
9059,142074,Knock Knock (2015),Crime|Horror|Thriller,Keanu Reeves Ana de Armas Colleen Camp Keanu Reeves Colleen Camp Eli Roth Eli Roth Eli Rothwhen a devoted husband and father is left home alone for the weekend two stranded young women unexpectedly knock on his door for help what starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse
9060,142115,The Blue Planet (2001),Documentary,
9061,142196,Cornered! (2009),Comedy|Horror,Steve Guttenbergduring their nightly poker game a group of lowlifes are terrorized in their own convenience store by a masked killer
9062,142222,Demolition (2016),Drama,Jake Gyllenhaal Naomi Watts Judah Lewis Polly Draper Suzanne Crowley John Malkovichan emotionally desperate investment banker finds hope through a woman he meets
9063,142366,Cigarette Burns (2005),Horror|Thriller,Norman Reedus John Carpenterwith a torrid past that haunts him a movie theatre owner is hired to search for the only existing print of a film so notorious that its single screening caused the viewers to become homicidally insane
9064,142372,Our Brand Is Crisis (2015),Comedy|Drama,Sandra Bullock Anthony Mackie Billy Bob Thornton Zoe Kazan Scoot McNairy Joaquim de Almeida George Clooney Sandra Bullockbased on the documentary our brand is crisis this feature focuses on the use of american political campaign strategies in south america
9065,142420,High Rise (2015),Action|Drama|Sci-Fi,Tom Hiddleston Elisabeth Moss Sienna Miller Jeremy Irons Luke Evans James Purefoy Stacy Martin Keeley Hawes Sienna Guillory Emilia Jones Neil Maskell Karen Hassanlife for the residents of a tower block begins to run out of control
9066,142422,The Night Before (2015),Comedy,Joseph Gordon-Levitt Seth Rogen Anthony Mackie Lizzy Caplan Michael Shannon Randall Park Tracy Morgan James Franco Miley Cyrus Jason Mantzoukas Seth Rogenin new york city for their annual tradition of christmas eve debauchery three lifelong best friends set out to find the holy grail of christmas parties since their yearly reunion might be coming to an end
9067,142424,Into the Forest (2015),Drama|Sci-Fi,Elliot Page Evan Rachel Wood Max Minghella Michael Eklund Wendy Crewson Elliot Pagein the not too distant future two young women who live in a remote ancient forest discover the world around them is on the brink of an apocalypse informed only by rumor they fight intruders disease loneliness  starvation
9068,142444,The Editor (2015),Comedy|Horror|Mystery,a onetime and now onehanded master film editor toiling in the cinematic sweatshops of 1970s italy becomes the prime suspect in a series of brutal murders
9069,142448,Everest (2015),Adventure|Drama|Thriller,Jason Clarke Josh Brolin Sam Worthington Emily Watson Martin Henderson Keira Knightley Jake Gyllenhaal Robin Wright Mia Goth Elizabeth Debicki Vanessa Kirbyinspired by the incredible events surrounding a treacherous attempt to reach the summit of the worlds highest mountain everest documents the aweinspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind their mettle tested by the harshest of elements found on the planet the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival
9070,142456,The Brand New Testament (2015),(no genres listed),Catherine Deneuvegod lives in brussels on earth though god is a coward with pathetical morals and being odious with his family his daughter ea is bored at home and cant stand being locked up in a small apartment in ordinary brussels until the day she decides to revolt against her dad
9071,142488,Spotlight (2015),Thriller,Mark Ruffalo Michael Keaton Rachel McAdams Liev Schreiber John Slattery Stanley Tucci Billy Crudup Paul Guilfoyle Richard Jenkins Martin Roachthe true story of how the boston globe uncovered the massive scandal of child molestation and coverup within the local catholic archdiocese shaking the entire catholic church to its core
9072,142507,Pawn Sacrifice (2015),Drama,Tobey Maguire Peter Sarsgaard Liev Schreiber Michael Stuhlbarg Lily Rabe Sophie Nélisse Robin Weigert Tobey Maguire Edward Zwick Edward Zwickamerican chess champion bobby fischer prepares for a legendary matchup against russian boris spassky
9073,142509,Hardcore Henry (2015),Action|Adventure|Sci-Fi,Haley Bennett Tim Roth Tanit Phoenixhenry a newly resurrected cyborg who must save his wifecreator from the clutches of a psychotic tyrant with telekinetic powers akan and his army of mercenaries fighting alongside henry is jimmy who is henrys only hope to make it through the day hardcore henry takes place over the course of one day in moscow russia
